0; 0; 0
4; 0; 0
8; 0; 0
12; 0; 0
16; 0; 0
20; 0; 0
24; 0; 0
28; 0; 0
32; 0; 0
36; 0; 0
40; 0; 0
44; 0; 0
48; 0; 0
52; 0; 0
56; 0; 0
60; 0; 0
64; 0; 0
68; 0; 0
72; 0; 0
76; 0; 0
80; 0; 0
84; 0; 0
88; 0; 0
92; 0; 0
96; 0; 0
100; 0; 0
104; 0; 1
108; 0; 0
112; 0; 0
116; 0; 0
120; 0; 0
124; 0; 0
128; 0; 0
132; 0; 0
136; 0; 0
140; 0; 0
144; 0; 0
148; 0; 0
152; 0; 0
156; 0; 0
160; 0; 0
164; 0; 0
168; 0; 0
172; 0; 0
176; 0; 0
180; 0; 0
184; 0; 0
188; 0; 0
192; 0; 0
196; 0; 0
200; 0; 0
204; 0; 1
208; 0; 1
212; 0; 1
216; 0; 0
220; 0; 0
224; 0; 0
228; 0; 0
232; 0; 0
236; 0; 0
240; 0; 0
244; 0; 0
248; 0; 0
252; 0; 0
256; 0; 0
260; 0; 0
264; 0; 0
268; 0; 0
272; 0; 0
276; 0; 0
280; 0; 0
284; 0; 0
288; 0; 0
292; 0; 0
296; 0; 0
300; 0; 0
304; 0; 0
308; 0; 1
312; 0; 1
316; 0; 1
320; 0; 1
324; 0; 0
328; 0; 0
332; 0; 0
336; 0; 0
340; 0; 0
344; 0; 0
348; 0; 0
352; 0; 0
356; 0; 0
360; 0; 0
364; 0; 0
368; 0; 0
372; 0; 0
376; 0; 0
380; 0; 0
384; 0; 0
388; 0; 0
392; 0; 0
396; 0; 0
400; 0; 0
404; 0; 0
408; 0; 0
412; 0; 1
416; 0; 1
420; 0; 1
424; 0; 1
428; 0; 1
432; 0; 0
436; 0; 0
440; 0; 0
444; 0; 0
448; 0; 0
452; 0; 0
456; 0; 0
460; 0; 0
464; 0; 0
468; 0; 0
472; 0; 0
476; 0; 0
480; 0; 0
484; 0; 0
488; 0; 0
492; 0; 0
496; 0; 0
500; 0; 0
504; 0; 0
508; 0; 0
512; 0; 0
516; 0; 1
520; 0; 1
524; 0; 1
528; 0; 1
532; 0; 1
536; 0; 1
540; 0; 0
544; 0; 0
548; 0; 0
552; 0; 0
556; 0; 0
560; 0; 0
564; 0; 0
568; 0; 0
572; 0; 0
576; 0; 0
580; 0; 0
584; 0; 0
588; 0; 0
592; 0; 0
596; 0; 0
600; 0; 0
604; 0; 0
608; 0; 0
612; 0; 0
616; 0; 0
620; 0; 1
624; 0; 1
628; 0; 1
632; 0; 1
636; 0; 1
640; 0; 1
644; 0; 1
648; 0; 0
652; 0; 0
656; 0; 0
660; 0; 0
664; 0; 0
668; 0; 0
672; 0; 0
676; 0; 0
680; 0; 0
684; 0; 0
688; 0; 0
692; 0; 0
696; 0; 0
700; 0; 0
704; 0; 0
708; 0; 0
712; 0; 0
716; 0; 0
720; 0; 0
724; 0; 1
728; 0; 1
732; 0; 1
736; 0; 1
740; 0; 1
744; 0; 1
748; 0; 1
752; 0; 1
756; 0; 0
760; 0; 0
764; 0; 0
768; 0; 0
772; 0; 0
776; 0; 0
780; 0; 0
784; 0; 0
788; 0; 0
792; 0; 0
796; 0; 0
800; 0; 0
804; 0; 0
808; 0; 0
812; 0; 0
816; 0; 0
820; 0; 0
824; 0; 0
828; 0; 1
832; 0; 1
836; 0; 1
840; 0; 1
844; 0; 1
848; 0; 1
852; 0; 1
856; 0; 1
860; 0; 1
864; 0; 0
868; 0; 0
872; 0; 0
876; 0; 0
